Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
339,29th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,9.0,1.0,21,7,2021,22.7859232,86.1716093,0.2153289702,5.0,299.88
342,29th week,Maharashtra,Nagpur,Dengue,4.0,1.0,10,7,2021,21.1498134,79.0820556,0.5529516087,13.0,308.685
343,30th week,Assam,Darrang (Mangaldoi),Acute Encephalitis Syndrome,1.0,1.0,15,7,2021,26.4365974,92.0342718,0.5646023281,5.0,271.9
344,30th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,1.0,1.0,22,7,2021,27.0827158,93.9978423,0.7783882222,23.0,300.78000000000003
345,30th week,Assam,Udalguri,Acute Encephalitis Syndrome,1.0,1.0,25,7,2021,26.77253155,92.10641749,0.3605618443,24.0,301.72
360,31st week,Maharashtra,Gadchiroli,Malaria,28.0,1.0,31,7,2021,19.75907035,80.16228073,0.4106211557,6.0,301.65000000000003
369,32nd week,Assam,Dima Hasao,Acute Encephalitis Syndrome,1.0,1.0,8,8,2021,25.40036255,93.07522923,1.280343128,33.0,301.515
375,33rd week,Assam,Nagaon,Acute Encephalitis Syndrome,1.0,1.0,10,8,2021,26.30414915,92.71605974,0.6903584484,19.0,299.81333340000003
378,33rd week,Maharashtra,Chandrapur,Malaria,7.0,3.0,7,8,2021,20.0967555,79.50454752,0.1193885184,11.0,297.56
387,34th week,Maharashtra,Amravati,Dengue,22.0,3.0,18,8,2021,20.9521098,77.7333168,0.6170837983,17.0,304.7
393,35th week,Uttar Pradesh,Firozabad,Dengue,5754.0,5.0,2,9,2021,27.17736635,78.38991198,0.7518674339,10.0,304.5
407,36th week,Uttarakhand,Haridwar,Malaria,4.0,2.0,7,9,2021,29.91235135,78.00871782,0.3724820428,24.0,300.86
408,36th week,West Bengal,Jalpaiguri,Dengue,119.0,1.0,10,9,2021,26.4733048,88.67886686,0.8274690328,37.0,296.148
409,36th week,Maharashtra,Jalgaon,Dengue,54.0,1.0,2,9,2021,20.84288265,75.52612464,0.8720325502,10.0,302.2666666
424,38th week,Uttar Pradesh,Bareilly,Dengue,158.0,5.0,23,9,2021,28.416667,79.383333,0.6523132363,19.0,300.48400000000004
432,39th week,Uttar Pradesh,Azamgarh,Cholera,575.0,3.0,28,9,2021,26.02269675,83.02887343,0.3132791294,15.0,300.825
434,39th week,Uttar Pradesh,Siddharth Nagar,Cholera,60.0,2.0,25,9,2021,27.25264095,82.86964796,0.2459655701,20.0,300.81333340000003
436,39th week,Maharashtra,Gadchiroli,Dengue,16.0,1.0,28,9,2021,19.75907035,80.16228073,0.6817132291,18.0,300.8
440,39th week,Uttar Pradesh,Jalaun,Dengue,23.0,1.0,1,9,2021,26.105546,79.42765265,0.2619904802,13.0,302.2
442,40th week,Assam,Dima Hasao,Acute Encephalitis Syndrome,1.0,1.0,2,10,2021,25.40036255,93.07522923,0.5690477769,38.0,301.3933334
448,40th week,Maharashtra,Gadchiroli,Dengue,4.0,1.0,4,10,2021,19.75907035,80.16228073,0.3635032179,32.0,300.305
458,40th week,Odisha,Koraput,Acute Diarrhoeal Disease,22.0,2.0,26,9,2021,18.7232023,82.60811828,0.6516250059,9.0,299.14
461,40th week,Uttar Pradesh,Sant Ravidas Nagar,Acute Diarrhoeal Disease,7.0,1.0,26,9,2021,25.3560294,82.50057725,0.5724666311,18.0,302.53000000000003
462,40th week,West Bengal,North 24 Parganas,Cholera,1027.0,1.0,7,9,2021,22.642931,88.8930579,0.3785768589,17.0,301.31
473,41st week,West Bengal,North 24 Parganas,Cholera,1027.0,1.0,7,9,2021,22.642931,88.8930579,0.3785768589,17.0,301.31
489,42nd week,Maharashtra,Thane,Dengue,5.0,1.0,1,10,2021,19.1943294,72.9701779,0.5969992657,29.0,299.39
490,42nd week,Uttar Pradesh,Agra,Dengue,43.0,1.0,9,9,2021,27.1752554,78.0098161,0.2492950753,8.0,301.05333340000004
492,43rd week,Maharashtra,Gadchiroli,Malaria,10.0,1.0,25,10,2021,19.75907035,80.16228073,0.007116981315,28.0,301.528
510,45th week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,24.0,1.0,5,11,2021,25.1265777,83.24965577,8.66e-05,14.0,301.456
552,51st week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,12.0,1.0,20,12,2021,16.7028412,74.2405329,0.003727146173,10.0,301.98
565,4th week,Maharashtra,Kolhapur,Dengue,2.0,1.0,18,1,2020,16.7028412,74.2405329,6.03e-05,8.0,303.6533334
578,6th week,Assam,Dibrugarh,Acute Diarrhoeal Disease,6.0,2.0,30,1,2020,27.4844597,94.9019447,0.01485558021,10.0,292.3933334
610,16th week,Maharashtra,Gadchiroli,Malaria,14.0,1.0,3,4,2020,19.75907035,80.16228073,0.03302828467,11.0,310.624
618,18th week,Maharashtra,Chandrapur,Malaria,35.0,2.0,7,4,2020,20.0967555,79.50454752,0.004322479902,8.0,313.0966666
620,19th week,Kerala,Kollam,Dengue,13.0,1.0,9,5,2020,8.8879509,76.5955013,0.511848352,18.0,303.7
653,35th week,Uttar Pradesh,Fatehpur,Dengue,18.0,1.0,9,8,2020,25.8435395,80.91800397,0.5774017648,11.0,304.04
663,44th week,Assam,Nagaon,Acute Diarrhoeal Disease,21.0,2.0,28,10,2020,26.30414915,92.71605974,2.127016304,28.0,299.94
683,48th week,Maharashtra,Pune,Dengue,16.0,1.0,18,11,2020,18.521428,73.8544541,0.001230150582,16.0,303.496
725,2nd week,Maharashtra,Gadchiroli,Malaria,3.0,1.0,7,1,2019,19.75907035,80.16228073,4.79e-05,12.0,300.236
727,2nd week,Maharashtra,Nashik,Dengue,27.0,1.0,28,10,2018,20.0112475,73.7902364,0.002509383523,10.0,308.124
734,4th week,Maharashtra,Thane,Dengue,9.0,1.0,15,1,2019,19.1943294,72.9701779,5.55e-05,9.0,304.524
760,9th week,Maharashtra,Kolhapur,Dengue,7.0,1.0,27,2,2019,16.7028412,74.2405329,0.0001514302351,5.0,312.42
798,16th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,12.0,1.0,20,4,2019,22.5,75.25,0.08209509687,3.0,319.416
818,20th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,23.0,2.0,14,5,2019,16.2915189,80.4541588,0.006561507979,5.0,315.024
834,22nd week,Karnataka,Belagavi,Dengue,7.0,2.0,28,5,2019,15.8572666,74.5069343,0.11950825,8.0,314.2333334
865,24th week,Odisha,Angul,Acute Diarrhoeal Disease,8.0,1.0,11,6,2019,20.8382426,85.0973949,0.4053507014,17.0,304.2466666
866,24th week,Punjab,Patiala,Cholera,141.0,2.0,16,6,2019,30.2090874,76.33987209,0.02437384092,3.0,315.21
898,26th week,Jharkhand,East Singhbhum,Malaria,44.0,1.0,28,6,2019,22.8092139,86.2091549,0.2486153827,7.0,304.15000000000003
939,28th week,Bihar,Jehanabad,Acute Encephalitis Syndrome,4.0,1.0,15,6,2019,25.15247135,85.00687849,0.02124739681,4.0,317.976
941,28th week,Maharashtra,Thane,Dengue,5.0,1.0,1,7,2019,19.1943294,72.9701779,2.685362899,5.0,307.59000000000003
957,29th week,Uttar Pradesh,Kanpur (Dehat),Acute Diarrhoeal Disease,153.0,2.0,9,7,2019,26.4600465,79.85551,1.010539474,2.0,311.90000000000003
966,29th week,Maharashtra,Thane,Suspected Dengue,5.0,1.0,28,6,2019,19.1943294,72.9701779,0.7510082657,5.0,309.26
967,30th week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,47.0,1.0,21,7,2019,21.6542,82.1739,0.3093195747,7.0,310.42400000000004
978,30th week,Bihar,Munger,Acute Encephalitis Syndrome,2.0,1.0,23,6,2019,25.22081165,86.51720367,0.4163308108,6.0,305.87333340000004
981,30th week,Uttar Pradesh,Aligarh,Acute Diarrhoeal Disease,75.0,2.0,16,7,2019,27.833333,78.166667,0.1384236479,4.0,299.86
987,31st week,Uttar Pradesh,Firozabad,Acute Diarrhoeal Disease,32.0,3.0,26,7,2019,27.17736635,78.38991198,1.205940721,6.0,311.51
1004,32nd week,Madhya Pradesh,Datia,Acute Diarrhoeal Disease,7.0,1.0,7,8,2019,25.75,78.5,0.6882950262,10.0,305.48
1023,33rd week,Uttarakhand,Tehri Garhwal,Acute Diarrhoeal Disease,5.0,1.0,14,8,2019,30.5,78.666667,1.486027581,23.0,286.252
1031,34th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,21.0,1.0,25,8,2019,27.3,93.05,1.301433854,49.0,291.0933334
1037,34th week,Karnataka,Chikkaballapur,Dengue,40.0,1.0,16,8,2019,13.6102243,77.5127721,0.3247203936,7.0,302.56
1040,34th week,Maharashtra,Kolhapur,Dengue,2.0,1.0,18,8,2019,16.7028412,74.2405329,0.1677742586,6.0,296.84000000000003
1063,35th week,Maharashtra,Kolhapur,Dengue,5.0,1.0,25,8,2019,16.7028412,74.2405329,0.2611705563,11.0,304.0933334
1075,35th week,Bihar,Siwan,Acute Diarrhoeal Disease,9.0,3.0,23,8,2019,26.1310043,84.39125661,1.024802009,15.0,301.96500000000003
1082,35th week,Maharashtra,Wardha,Acute Encephalitis Syndrome,9.0,1.0,16,8,2019,20.82562315,78.6131455,1.531770939,11.0,297.32
1093,36th week,Odisha,Khurda,Acute Diarrhoeal Disease,16.0,1.0,31,8,2019,20.1540594,85.7086509,1.355970819,7.0,300.8
1095,36th week,West Bengal,Medinipur West,Acute Diarrhoeal Disease,53.0,1.0,1,9,2019,22.4221814,87.3221281,0.5158848629,9.0,302.3
1121,37th week,Maharashtra,Aurangabad,Dengue,53.0,1.0,3,9,2019,19.877263,75.3390241,0.3651017782,8.0,302.49
1122,37th week,Maharashtra,Thane,Dengue,6.0,1.0,30,8,2019,19.1943294,72.9701779,0.2849312583,14.0,300.9666666
1125,37th week,Uttar Pradesh,Kushinagar,Acute Diarrhoeal Disease,25.0,1.0,25,8,2019,26.7438272,83.9162322,1.473709979,19.0,300.704
1127,37th week,Karnataka,Belagavi,Dengue,14.0,1.0,11,9,2019,15.8572666,74.5069343,1.391484457,8.0,299.18
1135,38th week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,32.0,4.0,2,9,2019,23.6263016,83.48245092,0.5333334325,22.0,302.4666666
1137,38th week,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,13.0,2.0,7,9,2019,24.5,81.0,0.7762360833,15.0,302.2266666
1148,39th week,Assam,Karimganj,Acute Encephalitis Syndrome,1.0,1.0,23,9,2019,24.8483482,92.33221292,0.3383264513,22.0,303.7
1150,39th week,Haryana,Ambala,Acute Diarrhoeal Disease,28.0,1.0,28,9,2019,30.3843674,76.770421,0.2011654714,22.0,300.184
1159,39th week,Odisha,Khordha,Acute Diarrhoeal Disease,9.0,1.0,19,9,2019,20.22564715,85.56059465,0.4374985599,16.0,301.1733334
1163,39th week,Assam,Karbi-Anglong (Diphu),Acute Diarrhoeal Disease,4.0,1.0,12,9,2019,25.90810415,93.38966491,0.8584791317,36.0,299.12
1168,40th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,18.0,1.0,26,9,2019,26.1486581,85.34001282,0.8718170144,12.0,301.73
1173,40th week,Maharashtra,Jalgaon,Dengue,42.0,1.0,27,9,2019,20.84288265,75.52612464,0.651715475,19.0,300.54
1190,40th week,Haryana,Ambala,Cholera,53.0,1.0,28,9,2019,30.3843674,76.770421,0.2011654714,22.0,300.184
1199,41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,6.0,1.0,4,10,2019,26.1486581,85.34001282,3.29065111,12.0,299.68
1202,41st week,Karnataka,Belagavi,Dengue,3.0,1.0,17,9,2019,15.8572666,74.5069343,0.2742639458,11.0,297.32
1206,42nd week,Bihar,Bhagalpur,Acute Diarrhoeal Disease,13.0,3.0,13,10,2019,25.2871758,87.13033088,0.40245357,20.0,301.25333340000003
1208,42nd week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,3.0,1.0,11,10,2019,23.6263016,83.48245092,0.1906232152,29.0,299.85
1212,42nd week,Haryana,Ambala,Dengue,60.0,2.0,18,10,2019,30.3843674,76.770421,0.00961377013,12.0,301.8533334
1219,42nd week,Maharashtra,Ahmednagar,Dengue,27.0,1.0,12,10,2019,19.1627725,74.8580243,0.5139457242,16.0,304.1533334
1221,42nd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,12.0,2.0,11,10,2019,26.166667,77.5,0.0106106076,14.0,303.7
1227,42nd week,Bihar,Araria,Acute Diarrhoeal Disease,36.0,3.0,5,10,2019,26.26498795,87.37162648,2.071982844,18.0,298.65000000000003
1228,42nd week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,10.0,1.0,9,10,2019,26.1486581,85.34001282,0.3012631243,17.0,298.35
1230,42nd week,Gujarat,Panchmahal,Cholera,1.0,1.0,9,10,2019,22.7748893,73.620404,0.06211634838,22.0,302.564
1243,42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,36.0,1.0,19,9,2019,25.1265777,83.24965577,0.5653463199,20.0,301.51
1246,43rd week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,19.0,2.0,20,10,2019,21.6542,82.1739,0.2915577522,20.0,301.24
1252,43rd week,Maharashtra,Sangli,Cholera,111.0,3.0,22,10,2019,17.1726928,74.58676543,0.8056338426,8.0,301.06
1259,43rd week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,75.0,1.0,13,10,2019,19.11912825,81.82918649,1.228526767,25.0,299.648
1260,43rd week,Jammu and Kashmir,Kupwara,Cholera,246.0,4.0,26,8,2019,34.6110236,74.23847867,0.1586836761,17.0,291.7066666
1264,43rd week,Maharashtra,Jalgaon,Dengue,26.0,1.0,14,10,2019,20.84288265,75.52612464,0.03167748011,22.0,304.0966666
1270,44th week,Bihar,Bhabua,Dengue,3.0,1.0,27,10,2019,25.07634815,83.63359776,0.03083031893,16.0,300.52
1299,45th week,Maharashtra,Sholapur,Dengue,11.0,1.0,20,9,2019,17.6912883,75.8841635,0.7313565149,6.0,310.28000000000003
1304,46th week,Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,2.0,1.0,10,11,2019,26.4365974,92.0342718,0.02317156183,34.0,297.08
1307,46th week,Karnataka,Chitradurga,Dengue,17.0,1.0,10,11,2019,14.2266443,76.4005122,0.136642746,13.0,301.79200000000003
1315,46th week,Maharashtra,Kolhapur,Dengue,7.0,2.0,19,10,2019,16.7028412,74.2405329,0.4333649695,5.0,302.93
1329,47th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,150.0,2.0,13,11,2019,23.25,78.083333,0.07995130794,12.0,303.3
1333,48th week,Assam,Udalguri,Acute Diarrhoeal Disease,9.0,1.0,26,11,2019,26.77253155,92.10641749,0.01176659525,32.0,295.51
1358,49th week,Karnataka,Tumkur,Dengue,49.0,1.0,6,11,2019,13.3400771,77.1006208,0.2064220928,16.0,300.75
1386,1st week,Maharashtra,Gadchiroli,Malaria,13.0,1.0,31,12,2017,19.75907035,80.16228073,6.41e-05,13.0,300.156
1402,5th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,7.0,2.0,31,1,2018,16.2915189,80.4541588,0.004933707398,9.0,304.376
1435,10th week,Maharashtra,Nashik,Dengue,4.0,1.0,21,2,2018,20.0112475,73.7902364,0.0001015017778,6.0,307.69
1457,14th week,Gujarat,Narmada,Acute Diarrhoeal Disease,19.0,1.0,2,4,2018,21.8678464,73.5025585,6.65e-05,6.0,316.4566666
1494,17th week,Maharashtra,Jalna,Dengue,18.0,1.0,2,4,2018,19.91883295,75.87085986,6.65e-05,4.0,321.6033334
1507,18th week,Bihar,Patna,Malaria,5.0,3.0,5,4,2018,25.6093239,85.1235252,0.04047923617,5.0,306.19
1512,19th week,Kerala,Kasaragod,Dengue,11.0,1.0,12,5,2018,12.5035577,74.9907022,0.6504201472,32.0,301.4733334
1535,21st week,Maharashtra,Satara,Acute Diarrhoeal Disease,88.0,2.0,14,5,2018,17.63612885,74.29827808,0.01421115729,4.0,319.172
1559,23rd week,Rajasthan,Pratapgarh,Acute Diarrhoeal Disease,7.0,2.0,4,6,2018,24.0333495,74.7801315,0.01617544578,5.0,311.34000000000003
1565,23rd week,Assam,Hailakandi,Acute Diarrhoeal Disease,16.0,1.0,7,5,2018,24.68845365,92.57381528,1.280801746,22.0,299.52
1608,25th week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,27.0,1.0,5,6,2018,24.5,80.25,0.02915247292,4.0,315.9566666
1610,25th week,Maharashtra,Sholapur,Dengue,7.0,1.0,19,5,2018,17.6912883,75.8841635,0.04581453271,4.0,314.572
1616,26th week,Madhya Pradesh,Bhopal,Cholera,19.0,1.0,23,6,2018,23.2584857,77.401989,0.1114470877,9.0,310.79200000000003
1648,28th week,Maharashtra,Bhandara,Acute Encephalitis Syndrome,1.0,1.0,29,6,2018,21.12304765,79.79390882,0.6013816691,5.0,312.0
1671,29th week,Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,4.0,1.0,17,7,2018,22.68536625,80.58150562,1.201668438,12.0,302.40000000000003
1675,29th week,Punjab,Hoshiarpur,Cholera,355.0,4.0,21,7,2018,31.60857425,75.84644247,1.003500193,12.0,302.785
1681,29th week,Assam,Nalbari,Acute Encephalitis Syndrome,1.0,1.0,21,6,2018,26.42386165,91.45122755,0.8803549054,7.0,286.67
1703,30th week,Assam,Chirang,Acute Encephalitis Syndrome,1.0,1.0,14,6,2018,26.6464231,90.62415699,0.6504360001,37.0,300.3466666
1709,31st week,Madhya Pradesh,Singrauli,Acute Diarrhoeal Disease,4.0,2.0,30,8,2018,24.1974432,82.6661453,0.6600698338,11.0,300.83
1719,31st week,Maharashtra,Kolhapur,Dengue,170.0,2.0,11,6,2018,16.7028412,74.2405329,1.483449569,6.0,307.16
1720,31st week,Maharashtra,Nashik,Cholera,195.0,3.0,28,5,2018,20.0112475,73.7902364,0.0232925069,5.0,312.8866666
1730,32nd week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,13.0,1.0,10,8,2018,23.25,78.083333,0.363364831,2.0,289.7
1739,33rd week,Rajasthan,Dungarpur,Acute Diarrhoeal Disease,10.0,1.0,28,5,2018,23.666667,73.75,0.0001177763051,4.0,319.01
1771,35th week,Maharashtra,Aurangabad,Dengue,4.0,1.0,2,9,2018,19.877263,75.3390241,0.1642335851,11.0,303.94
1775,35th week,Punjab,S.A.S Nagar,Cholera,15.0,1.0,27,8,2018,30.7041168,76.7176885,0.2640002865,18.0,299.876
1795,37th week,Madhya Pradesh,Sheopur,Acute Diarrhoeal Disease,35.0,2.0,11,9,2018,25.6656611,76.6954843,0.5547358536,13.0,271.86
1821,39th week,Assam,Sibsagar,Acute Diarrhoeal Disease,19.0,1.0,8,9,2018,26.96388985,94.58213345,0.5640186702,23.0,301.38
1830,40th week,Maharashtra,Beed,Dengue,10.0,1.0,17,9,2018,18.9918442,75.909784,0.02392114196,12.0,310.38
1848,41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,4.0,1.0,13,10,2018,26.1486581,85.34001282,0.3370672506,15.0,301.832
1857,42nd week,Maharashtra,Nandurbar,Cholera,43.0,1.0,19,10,2018,21.51450155,74.54070115,8.67e-05,9.0,309.7766666
1864,43rd week,Uttar Pradesh,Auraiya,Dengue,103.0,3.0,19,10,2018,26.65573395,79.51504701,0.0012251311,8.0,304.74333340000004
1865,43rd week,Bihar,Munger,Acute Diarrhoeal Disease,13.0,1.0,11,10,2018,25.22081165,86.51720367,0.05951866274,15.0,302.256
1884,44th week,Madhya Pradesh,Guna,Dengue,10.0,1.0,25,10,2018,24.5,77.5,0.001966974692,5.0,312.6333334
1885,44th week,Punjab,Ludhiana,Cholera,75.0,1.0,22,7,2018,30.9090157,75.851601,1.4236118,9.0,302.4533334
1887,44th week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,32.0,1.0,6,8,2018,27.25264095,82.86964796,2.048736145,10.0,270.74
1889,44th week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,33.0,1.0,8,9,2018,27.25264095,82.86964796,0.7210717794,20.0,301.38
1890,44th week,Maharashtra,Gadchiroli,Malaria,114.0,1.0,27,10,2018,19.75907035,80.16228073,0.005320785262,22.0,303.3566666
1892,44th week,Rajasthan,Ganganagar,Dengue,126.0,4.0,11,10,2018,29.9049489,73.87929341,0.04742286749,7.0,305.8666666
1909,46th week,Maharashtra,Nagpur,Dengue,18.0,1.0,23,8,2018,21.1498134,79.0820556,1.360221284,6.0,298.12
1910,46th week,Maharashtra,Nagpur,Dengue,52.0,1.0,11,9,2018,21.1498134,79.0820556,0.6023674312,20.0,301.61
1911,46th week,Maharashtra,Sholapur,Dengue,16.0,1.0,25,10,2018,17.6912883,75.8841635,0.01100644841,7.0,313.58
1917,47th week,Maharashtra,Nashik,Dengue,14.0,3.0,5,10,2018,20.0112475,73.7902364,0.199977881,20.0,304.168
1925,48th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,10.0,2.0,14,11,2018,24.756718,81.65493469,2.62e-05,6.0,303.6666666
1951,1st week,Maharashtra,Sindhudurg,Malaria,2.0,1.0,2,1,2017,16.1357193,73.6522086,7.16e-05,17.0,303.80333340000004
1960,2nd week,Tamil Nadu,Tirunelveli- Sankarankovil,Dengue,142.0,1.0,12,1,2017,8.7352443,77.6864945,0.0006228565076,15.0,305.964
1965,3rd week,Maharashtra,Sindhudurg,Malaria,1.0,1.0,20,1,2017,16.1357193,73.6522086,6.23e-05,14.0,302.504
1992,8th week,Odisha,Angul,Acute Diarrhoeal Disease,10.0,1.0,20,2,2017,20.8382426,85.0973949,0.0002844856049,8.0,304.76
1997,9th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,4.0,4.0,23,2,2017,11.0600516,77.0679581,0.0004970613536,7.0,311.125
1999,9th week,Tripura,Dhalai,Acute Gastroenteritis,6.0,1.0,1,3,2017,23.8253158,91.97322267,0.06434863246,34.0,299.44
